#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Candidatus Gottesmanbacteria bacterium GW2011_GWA1_47_8","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319939","PRJNA273161","GCA_001000895.1","Scaffold",0.282303,46.8,,"LCOQ01",18,336,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/000/895/GCA_001000895.1_ASM100089v1",
"Candidatus Collierbacteria bacterium GW2011_GWB1_44_197","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319771","PRJNA273161","GCA_001000885.1","Contig",0.607153,43.6,,"LCIF01",61,684,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/000/885/GCA_001000885.1_ASM100088v1",
"Candidatus Yanofskybacteria bacterium GW2011_GWA1_44_21","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319772","PRJNA273161","GCA_001000905.1","Scaffold",0.393583,43.5,,"LCIG01",13,414,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/000/905/GCA_001000905.1_ASM100090v1",
"Candidatus Collierbacteria bacterium GW2011_GWB2_44_22","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319773","PRJNA273161","GCA_001000965.1","Scaffold",1.09,44,,"LCIH01",22,1168,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/000/965/GCA_001000965.1_ASM100096v1",
"Candidatus Wolfebacteria bacterium GW2011_GWE2_47_12","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319914","PRJNA273161","GCA_001000945.1","Scaffold",0.955726,46.8,,"LCNR01",13,1002,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/000/945/GCA_001000945.1_ASM100094v1",
"Parcubacteria group bacterium GW2011_GWC2_44_22","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319774","PRJNA273161","GCA_001000955.1","Scaffold",1.24524,43.3,,"LCII01",69,1216,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/000/955/GCA_001000955.1_ASM100095v1",
"Candidatus Amesbacteria bacterium GW2011_GWA1_47_16","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319918","PRJNA273161","GCA_001001005.1","Scaffold",0.899933,47.3,,"LCNV01",51,1013,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/005/GCA_001001005.1_ASM100100v1",
"candidate division Kazan bacterium GW2011_GWA1_44_22","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319775","PRJNA273161","GCA_001001025.1","Scaffold",0.343032,44.5,,"LCIJ01",25,335,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/025/GCA_001001025.1_ASM100102v1",
"Microgenomates group bacterium GW2011_GWC1_44_23","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319778","PRJNA273161","GCA_001001055.1","Contig",0.858244,43.7,,"LCIM01",24,966,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/055/GCA_001001055.1_ASM100105v1",
"Candidatus Woesebacteria bacterium GW2011_GWA1_44_23","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319777","PRJNA273161","GCA_001001045.1","Contig",0.596129,43.7,,"LCIL01",21,664,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/045/GCA_001001045.1_ASM100104v1",
"Candidatus Yanofskybacteria bacterium GW2011_GWF1_44_227","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319776","PRJNA273161","GCA_001001065.1","Contig",0.608108,42.8,,"LCIK01",17,668,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/065/GCA_001001065.1_ASM100106v1",
"Candidatus Collierbacteria bacterium GW2011_GWD2_45_10","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319819","PRJNA273161","GCA_001001125.1","Scaffold",1.10181,44.1,,"LCKB01",30,1174,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/125/GCA_001001125.1_ASM100112v1",
"Candidatus Wolfebacteria bacterium GW2011_GWA1_44_24","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319780","PRJNA273161","GCA_001001115.1","Scaffold",0.457184,41.8,,"LCIO01",3,472,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/115/GCA_001001115.1_ASM100111v1",
"Candidatus Moranbacteria bacterium GW2011_GWC2_45_10","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319818","PRJNA273161","GCA_001001155.1","Scaffold",0.743098,45.4,,"LCKA01",49,811,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/155/GCA_001001155.1_ASM100115v1",
"Candidatus Giovannonibacteria bacterium GW2011_GWB1_44_23","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319779","PRJNA273161","GCA_001001105.1","Contig",0.890899,43.9,,"LCIN01",24,947,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/105/GCA_001001105.1_ASM100110v1",
"Parcubacteria group bacterium GW2011_GWB1_45_10","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319820","PRJNA273161","GCA_001001185.1","Contig",0.495887,45.3,,"LCKC01",25,523,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/185/GCA_001001185.1_ASM100118v1",
"Candidatus Yanofskybacteria bacterium GW2011_GWB1_45_11","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319821","PRJNA273161","GCA_001001195.1","Contig",0.439328,44.6,,"LCKD01",15,473,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/195/GCA_001001195.1_ASM100119v1",
"Parcubacteria group bacterium GW2011_GWF2_45_11","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319822","PRJNA273161","GCA_001001205.1","Scaffold",1.13568,45.3,,"LCKE01",69,1121,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/205/GCA_001001205.1_ASM100120v1",
"Candidatus Woesebacteria bacterium GW2011_GWD1_47_21","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319926","PRJNA273161","GCA_001001215.1","Scaffold",0.319665,46.9,,"LCOD01",31,385,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/215/GCA_001001215.1_ASM100121v1",
"Candidatus Jorgensenbacteria bacterium GW2011_GWA2_45_13","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319823","PRJNA273161","GCA_001001265.1","Scaffold",0.56805,45.2,,"LCKF01",45,657,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/265/GCA_001001265.1_ASM100126v1",
"Parcubacteria group bacterium GW2011_GWC1_45_13","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319824","PRJNA273161","GCA_001001285.1","Scaffold",0.755799,44.1,,"LCKG01",28,815,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/285/GCA_001001285.1_ASM100128v1",
"Candidatus Woesebacteria bacterium GW2011_GWC2_47_16","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319919","PRJNA273161","GCA_001001295.1","Scaffold",0.541226,46.4,,"LCNW01",43,630,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/295/GCA_001001295.1_ASM100129v1",
"Parcubacteria group bacterium GW2011_GWA2_45_14","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319825","PRJNA273161","GCA_001001305.1","Scaffold",1.28816,45.4,,"LCKH01",21,1230,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/305/GCA_001001305.1_ASM100130v1",
"Parcubacteria group bacterium GW2011_GWC1_45_14","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319826","PRJNA273161","GCA_001001345.1","Contig",0.888454,45.3,,"LCKI01",32,955,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/345/GCA_001001345.1_ASM100134v1",
"Candidatus Collierbacteria bacterium GW2011_GWA1_45_15","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319827","PRJNA273161","GCA_001001365.1","Contig",0.856977,43.8,,"LCKJ01",22,963,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/365/GCA_001001365.1_ASM100136v1",
"Parcubacteria group bacterium GW2011_GWC2_45_15","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319829","PRJNA273161","GCA_001001425.1","Scaffold",0.850953,45.4,,"LCKL01",52,840,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/425/GCA_001001425.1_ASM100142v1",
"Candidatus Amesbacteria bacterium GW2011_GWC1_47_15","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319917","PRJNA273161","GCA_001001375.1","Scaffold",0.914308,47.2,,"LCNU01",52,1026,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/375/GCA_001001375.1_ASM100137v1",
"Parcubacteria group bacterium GW2011_GWA2_45_15","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319828","PRJNA273161","GCA_001001385.1","Scaffold",0.403279,44.9,,"LCKK01",36,469,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/385/GCA_001001385.1_ASM100138v1",
"Microgenomates group bacterium GW2011_GWB1_45_17","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319831","PRJNA273161","GCA_001001445.1","Contig",0.94837,45.3,,"LCKN01",21,1043,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/445/GCA_001001445.1_ASM100144v1",
"Candidatus Amesbacteria bacterium GW2011_GWA2_47_11b","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319911","PRJNA273161","GCA_001001455.1","Scaffold",0.758139,46.6,,"LCNO01",35,935,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/455/GCA_001001455.1_ASM100145v1",
"Candidatus Moranbacteria bacterium GW2011_GWC1_45_18","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319833","PRJNA273161","GCA_001001525.1","Scaffold",1.15189,44,,"LCKP01",10,1149,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/525/GCA_001001525.1_ASM100152v1",
"Candidatus Collierbacteria bacterium GW2011_GWB2_45_17","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319832","PRJNA273161","GCA_001001485.1","Scaffold",0.894216,43.8,,"LCKO01",19,1011,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/485/GCA_001001485.1_ASM100148v1",
"Candidatus Collierbacteria bacterium GW2011_GWC2_45_15","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319830","PRJNA273161","GCA_001001475.1","Scaffold",0.616301,44.6,,"LCKM01",60,715,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/475/GCA_001001475.1_ASM100147v1",
"Candidatus Woesebacteria bacterium GW2011_GWE1_45_18","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319834","PRJNA273161","GCA_001001545.1","Scaffold",0.599666,45.9,,"LCKQ01",46,682,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/545/GCA_001001545.1_ASM100154v1",
"Microgenomates group bacterium GW2011_GWF2_45_18","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319835","PRJNA273161","GCA_001001575.1","Scaffold",0.977514,43.4,,"LCKR01",11,956,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/575/GCA_001001575.1_ASM100157v1",
"Candidatus Giovannonibacteria bacterium GW2011_GWA2_45_21","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319837","PRJNA273161","GCA_001001585.1","Scaffold",0.574022,45.2,,"LCKT01",54,676,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/585/GCA_001001585.1_ASM100158v1",
"Candidatus Amesbacteria bacterium GW2011_GWC2_45_19","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319836","PRJNA273161","GCA_001001555.1","Scaffold",0.813806,46.1,,"LCKS01",21,918,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/555/GCA_001001555.1_ASM100155v1",
"Candidatus Collierbacteria bacterium GW2011_GWB1_45_35","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319839","PRJNA273161","GCA_001001635.1","Contig",0.803568,43.7,,"LCKV01",29,905,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/635/GCA_001001635.1_ASM100163v1",
"Candidatus Magasanikbacteria bacterium GW2011_GWA2_45_39","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319841","PRJNA273161","GCA_001001655.1","Scaffold",0.874653,45.2,,"LCKX01",41,869,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/655/GCA_001001655.1_ASM100165v1",
"Parcubacteria group bacterium GW2011_GWA2_45_30","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319838","PRJNA273161","GCA_001001625.1","Scaffold",0.759973,45.1,,"LCKU01",56,769,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/625/GCA_001001625.1_ASM100162v1",
"Candidatus Uhrbacteria bacterium GW2011_GWE2_45_35","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319840","PRJNA273161","GCA_001001645.1","Scaffold",1.02404,45,,"LCKW01",69,1014,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/645/GCA_001001645.1_ASM100164v1",
"Candidatus Collierbacteria bacterium GW2011_GWC1_45_47","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319843","PRJNA273161","GCA_001001725.1","Scaffold",0.324218,44.9,,"LCKZ01",35,387,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/725/GCA_001001725.1_ASM100172v1",
"Candidatus Collierbacteria bacterium GW2011_GWC2_45_40","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319842","PRJNA273161","GCA_001001715.1","Contig",0.796582,43.8,,"LCKY01",35,926,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/715/GCA_001001715.1_ASM100171v1",
"Parcubacteria group bacterium GW2011_GWA2_47_26","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319929","PRJNA273161","GCA_001001705.1","Scaffold",0.842361,46.5,,"LCOG01",26,804,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/705/GCA_001001705.1_ASM100170v1",
"Candidatus Woesebacteria bacterium GW2011_GWB1_45_5","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319844","PRJNA273161","GCA_001001755.1","Scaffold",0.610072,45.4,,"LCLA01",55,755,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/755/GCA_001001755.1_ASM100175v1",
"Parcubacteria group bacterium GW2011_GWA1_45_7","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319846","PRJNA273161","GCA_001001785.1","Scaffold",0.427118,45.4,,"LCLC01",44,496,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/785/GCA_001001785.1_ASM100178v1",
"Parcubacteria group bacterium GW2011_GWB1_45_7","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319847","PRJNA273161","GCA_001001805.1","Scaffold",0.325525,45.1,,"LCLD01",25,359,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/805/GCA_001001805.1_ASM100180v1",
"Parcubacteria group bacterium GW2011_GWF1_45_5","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319845","PRJNA273161","GCA_001001795.1","Scaffold",0.657337,45.6,,"LCLB01",51,723,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/795/GCA_001001795.1_ASM100179v1",
"Candidatus Woesebacteria bacterium GW2011_GWA1_45_8","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319850","PRJNA273161","GCA_001001865.1","Scaffold",0.200897,44.6,,"LCLG01",10,235,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/865/GCA_001001865.1_ASM100186v1",
"Parcubacteria group bacterium GW2011_GWC2_45_7","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319848","PRJNA273161","GCA_001001845.1","Scaffold",0.778802,45.4,,"LCLE01",82,871,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/845/GCA_001001845.1_ASM100184v1",
"Candidatus Beckwithbacteria bacterium GW2011_GWA2_47_25","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319928","PRJNA273161","GCA_001001885.1","Scaffold",1.14798,48.6,,"LCOF01",19,1240,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/885/GCA_001001885.1_ASM100188v1",
"Candidatus Azambacteria bacterium GW2011_GWC2_45_7b","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319849","PRJNA273161","GCA_001001895.1","Scaffold",0.423355,44.6,,"LCLF01",41,490,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/895/GCA_001001895.1_ASM100189v1",
"Candidatus Beckwithbacteria bacterium GW2011_GWB1_47_15","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319916","PRJNA273161","GCA_001001955.1","Contig",1.08566,48.7,,"LCNT01",11,1146,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/955/GCA_001001955.1_ASM100195v1",
"Candidatus Magasanikbacteria bacterium GW2011_GWC2_45_8","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319851","PRJNA273161","GCA_001001925.1","Scaffold",0.723952,45,,"LCLH01",50,711,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/925/GCA_001001925.1_ASM100192v1",
"Parcubacteria group bacterium GW2011_GWA2_47_12","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319912","PRJNA273161","GCA_001001935.1","Scaffold",0.648285,46.8,,"LCNP01",44,770,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/935/GCA_001001935.1_ASM100193v1",
"Microgenomates group bacterium GW2011_GWC2_45_8","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319852","PRJNA273161","GCA_001001985.1","Scaffold",0.481252,45.3,,"LCLI01",52,575,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/001/985/GCA_001001985.1_ASM100198v1",
"Candidatus Jorgensenbacteria bacterium GW2011_GWA2_45_9","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319853","PRJNA273161","GCA_001002015.1","Scaffold",0.542483,45.1,,"LCLJ01",30,577,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/015/GCA_001002015.1_ASM100201v1",
"Candidatus Giovannonibacteria bacterium GW2011_GWB1_45_9b","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319855","PRJNA273161","GCA_001002025.1","Scaffold",0.377361,44.4,,"LCLL01",33,410,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/025/GCA_001002025.1_ASM100202v1",
"Parcubacteria group bacterium GW2011_GWB1_45_9","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319854","PRJNA273161","GCA_001002005.1","Scaffold",0.599556,44.8,,"LCLK01",18,622,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/005/GCA_001002005.1_ASM100200v1",
"Microgenomates group bacterium GW2011_GWC1_47_20","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319924","PRJNA273161","GCA_001002035.1","Contig",0.811688,46.3,,"LCOB01",13,922,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/035/GCA_001002035.1_ASM100203v1",
"Candidatus Woesebacteria bacterium GW2011_GWC2_45_9","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319856","PRJNA273161","GCA_001002085.1","Scaffold",0.591473,44.3,,"LCLM01",54,702,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/085/GCA_001002085.1_ASM100208v1",
"Parcubacteria group bacterium GW2011_GWC1_45_9","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319857","PRJNA273161","GCA_001002095.1","Scaffold",0.56023,45.1,,"LCLN01",39,615,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/095/GCA_001002095.1_ASM100209v1",
"Candidatus Azambacteria bacterium GW2011_GWA2_45_90","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319858","PRJNA273161","GCA_001002125.1","Scaffold",0.473723,46.1,,"LCLO01",45,491,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/125/GCA_001002125.1_ASM100212v1",
"Candidatus Pacebacteria bacterium GW2011_GWA1_46_10","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319859","PRJNA273161","GCA_001002135.1","Scaffold",0.919891,46.6,,"LCLP01",9,922,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/135/GCA_001002135.1_ASM100213v1",
"Parcubacteria group bacterium GW2011_GWA2_46_10","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319860","PRJNA273161","GCA_001002165.1","Scaffold",0.507511,46.1,,"LCLQ01",21,603,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/165/GCA_001002165.1_ASM100216v1",
"Candidatus Saccharibacteria bacterium GW2011_GWA2_46_10","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319861","PRJNA273161","GCA_001002185.1","Scaffold",0.735804,46.6,,"LCLR01",25,747,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/185/GCA_001002185.1_ASM100218v1",
"Microgenomates group bacterium GW2011_GWF1_46_12","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319863","PRJNA273161","GCA_001002205.1","Scaffold",0.677888,46.5,,"LCLT01",32,753,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/205/GCA_001002205.1_ASM100220v1",
"Candidatus Nomurabacteria bacterium GW2011_GWA1_46_11","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319862","PRJNA273161","GCA_001002215.1","Scaffold",0.874331,46.3,,"LCLS01",47,975,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/215/GCA_001002215.1_ASM100221v1",
"Candidatus Azambacteria bacterium GW2011_GWC1_46_13","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319864","PRJNA273161","GCA_001002245.1","Scaffold",0.658356,46.3,,"LCLU01",47,648,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/245/GCA_001002245.1_ASM100224v1",
"Candidatus Woesebacteria bacterium GW2011_GWF1_46_13","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319865","PRJNA273161","GCA_001002255.1","Scaffold",0.543477,46.8,,"LCLV01",38,620,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/255/GCA_001002255.1_ASM100225v1",
"Microgenomates group bacterium GW2011_GWC1_46_15","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319867","PRJNA273161","GCA_001002285.1","Contig",0.913836,45.4,,"LCLX01",8,986,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/285/GCA_001002285.1_ASM100228v1",
"Microgenomates group bacterium GW2011_GWA1_46_15","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319866","PRJNA273161","GCA_001002295.1","Scaffold",0.824487,45.7,,"LCLW01",20,911,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/295/GCA_001002295.1_ASM100229v1",
"Candidatus Amesbacteria bacterium GW2011_GWB1_47_19","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319922","PRJNA273161","GCA_001002325.1","Contig",0.998151,47,,"LCNZ01",15,1061,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/325/GCA_001002325.1_ASM100232v1",
"Microgenomates group bacterium GW2011_GWC1_46_16","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN03319869","PRJNA273161","GCA_001002345.1","Scaffold",0.735413,46.4,,"LCLZ01",35,779,"2015-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/002/345/GCA_001002345.1_ASM100234v1",
